,RATE A,RATE B,RATE C,Total
06/09/2018 04.15,,1.7,,1.7
06/09/2018 04.30,,1.75,,1.75
06/09/2018 04.45,,1.71,,1.71
06/09/2018 05.00,,1.7,,1.7
06/09/2018 05.15,,1.59,,1.59
06/09/2018 05.30,,1.6,,1.6
06/09/2018 05.45,,1.6,,1.6
06/09/2018 06.00,,1.59,,1.59
06/09/2018 06.15,,1.63,,1.63
06/09/2018 06.30,,1.61,,1.61
06/09/2018 06.45,,1.51,,1.51
06/09/2018 07.00,,1.43,,1.43
06/09/2018 07.15,,1.33,,1.33
06/09/2018 07.30,,1.3,,1.3
06/09/2018 07.45,,1.33,,1.33
06/09/2018 08.00,,1.21,,1.21
06/09/2018 08.15,,0.98,,0.98
06/09/2018 08.30,,0.92,,0.92
06/09/2018 08.45,,0.58,,0.58
06/09/2018 09.00,,0.55,,0.55
06/09/2018 09.15,1,,,1
06/09/2018 09.30,1.14,,,1.14
06/09/2018 09.45,0.54,,,0.54
06/09/2018 10.00,0.67,,,0.67
06/09/2018 10.15,0.12,,,0.12
06/09/2018 10.30,0.14,,,0.14
06/09/2018 10.45,0.11,,,0.11
06/09/2018 11.00,0.31,,,0.31
06/09/2018 11.15,0.5,,,0.5
06/09/2018 11.30,1.02,,,1.02
06/09/2018 11.45,0.45,,,0.45
06/09/2018 12.00,0.28,,,0.28
06/09/2018 12.15,1.08,,,1.08
06/09/2018 12.30,1.09,,,1.09
06/09/2018 12.45,0.49,,,0.49
06/09/2018 13.00,0.77,,,0.77
06/09/2018 13.15,0.48,,,0.48
06/09/2018 13.30,0.72,,,0.72
06/09/2018 13.45,0.71,,,0.71
06/09/2018 14.00,0.8,,,0.8
06/09/2018 14.15,0.99,,,0.99
06/09/2018 14.30,0.91,,,0.91
06/09/2018 14.45,0.95,,,0.95
06/09/2018 15.00,1.25,,,1.25
06/09/2018 15.15,0.97,,,0.97
06/09/2018 15.30,0.92,,,0.92
06/09/2018 15.45,1.9,,,1.9
06/09/2018 16.00,2.44,,,2.44
06/09/2018 16.15,3.27,,,3.27
06/09/2018 16.30,3.87,,,3.87
06/09/2018 16.45,3.82,,,3.82
06/09/2018 17.00,3.59,,,3.59
06/09/2018 17.15,3.72,,,3.72
06/09/2018 17.30,4.17,,,4.17
06/09/2018 17.45,4.38,,,4.38
06/09/2018 18.00,4.44,,,4.44
06/09/2018 18.15,4.78,,,4.78
06/09/2018 18.30,4.77,,,4.77
06/09/2018 18.45,4.59,,,4.59
06/09/2018 19.00,4.85,,,4.85
06/09/2018 19.15,5.02,,,5.02
06/09/2018 19.30,4.96,,,4.96
06/09/2018 19.45,4.85,,,4.85
06/09/2018 20.00,4.84,,,4.84
06/09/2018 20.15,4.72,,,4.72
06/09/2018 20.30,4.77,,,4.77
06/09/2018 20.45,4.66,,,4.66
06/09/2018 21.00,4.42,,,4.42
06/09/2018 21.15,3.67,,,3.67
06/09/2018 21.30,2.82,,,2.82
06/09/2018 21.45,2.58,,,2.58
06/09/2018 22.00,2.5,,,2.5
06/09/2018 22.15,,2.12,,2.12
06/09/2018 22.30,,1.99,,1.99
06/09/2018 22.45,,1.99,,1.99
06/09/2018 23.00,,2,,2
06/09/2018 23.15,,1.95,,1.95
06/09/2018 23.30,,1.95,,1.95
06/09/2018 23.45,,1.95,,1.95
06/09/2018 24.00,,1.95,,1.95
07/09/2018 00.15,,1.86,,1.86
07/09/2018 00.30,,1.81,,1.81
07/09/2018 00.45,,1.77,,1.77
07/09/2018 01.00,,1.78,,1.78
07/09/2018 01.15,,1.81,,1.81
07/09/2018 01.30,,1.79,,1.79
07/09/2018 01.45,,1.82,,1.82
07/09/2018 02.00,,1.86,,1.86
07/09/2018 02.15,,1.79,,1.79
07/09/2018 02.30,,1.7,,1.7
07/09/2018 02.45,,1.73,,1.73
07/09/2018 03.00,,1.73,,1.73
07/09/2018 03.15,,1.67,,1.67
07/09/2018 03.30,,1.69,,1.69
07/09/2018 03.45,,1.66,,1.66
07/09/2018 04.00,,1.68,,1.68
07/09/2018 04.15,,1.71,,1.71
07/09/2018 04.30,,1.71,,1.71
07/09/2018 04.45,,1.71,,1.71
07/09/2018 05.00,,1.67,,1.67
07/09/2018 05.15,,1.64,,1.64
07/09/2018 05.30,,1.63,,1.63
07/09/2018 05.45,,1.64,,1.64
07/09/2018 06.00,,1.66,,1.66
07/09/2018 06.15,,1.71,,1.71
07/09/2018 06.30,,1.67,,1.67
07/09/2018 06.45,,1.65,,1.65
07/09/2018 07.00,,1.6,,1.6
07/09/2018 07.15,,1.6,,1.6
07/09/2018 07.30,,1.41,,1.41
07/09/2018 07.45,,1.82,,1.82
07/09/2018 08.00,,2.08,,2.08
07/09/2018 08.15,,2.38,,2.38
07/09/2018 08.30,,2.49,,2.49
07/09/2018 08.45,,13.22,,13.22
07/09/2018 09.00,,24.33,,24.33
07/09/2018 09.15,24.23,,,24.23
07/09/2018 09.30,23.61,,,23.61
07/09/2018 09.45,22.91,,,22.91
07/09/2018 10.00,22.92,,,22.92
07/09/2018 10.15,23.23,,,23.23
07/09/2018 10.30,24.8,,,24.8
07/09/2018 10.45,27.58,,,27.58
07/09/2018 11.00,27.64,,,27.64
07/09/2018 11.15,27.71,,,27.71
07/09/2018 11.30,28.04,,,28.04
07/09/2018 11.45,28.57,,,28.57
07/09/2018 12.00,28.69,,,28.69
07/09/2018 12.15,28.71,,,28.71
07/09/2018 12.30,28.7,,,28.7
07/09/2018 12.45,28.86,,,28.86
07/09/2018 13.00,28.99,,,28.99
07/09/2018 13.15,29.18,,,29.18
07/09/2018 13.30,29.33,,,29.33
07/09/2018 13.45,29.34,,,29.34
07/09/2018 14.00,29.75,,,29.75
07/09/2018 14.15,30.03,,,30.03
07/09/2018 14.30,30.13,,,30.13
07/09/2018 14.45,30.05,,,30.05
07/09/2018 15.00,30.54,,,30.54
07/09/2018 15.15,5.24,,,5.24
07/09/2018 15.30,2.28,,,2.28
07/09/2018 15.45,2.55,,,2.55
07/09/2018 16.00,2.71,,,2.71
07/09/2018 16.15,3.33,,,3.33
07/09/2018 16.30,3.45,,,3.45
07/09/2018 16.45,3.53,,,3.53
07/09/2018 17.00,2.92,,,2.92
07/09/2018 17.15,2.88,,,2.88
07/09/2018 17.30,2.79,,,2.79
07/09/2018 17.45,3.07,,,3.07
07/09/2018 18.00,3.3,,,3.3
07/09/2018 18.15,3.48,,,3.48
07/09/2018 18.30,3.45,,,3.45
07/09/2018 18.45,3.46,,,3.46
07/09/2018 19.00,3.27,,,3.27
07/09/2018 19.15,3.54,,,3.54
07/09/2018 19.30,3.6,,,3.6
07/09/2018 19.45,3.52,,,3.52
07/09/2018 20.00,3.5,,,3.5
07/09/2018 20.15,3.41,,,3.41
07/09/2018 20.30,3.39,,,3.39
07/09/2018 20.45,3.4,,,3.4
07/09/2018 21.00,3.23,,,3.23
