,RATE A,RATE B,RATE C,Total
06/01/2018 19.00,,,511.68,511.68
06/01/2018 19.15,,,503.27,503.27
06/01/2018 19.30,,,501.39,501.39
06/01/2018 19.45,,,503.9,503.9
06/01/2018 20.00,,,499.71,499.71
06/01/2018 20.15,,,503.26,503.26
06/01/2018 20.30,,,497.63,497.63
06/01/2018 20.45,,,490.94,490.94
06/01/2018 21.00,,,489.63,489.63
06/01/2018 21.15,,,492.21,492.21
06/01/2018 21.30,,,482.11,482.11
06/01/2018 21.45,,,484.78,484.78
06/01/2018 22.00,,,489.03,489.03
06/01/2018 22.15,,,484.94,484.94
06/01/2018 22.30,,,480.86,480.86
06/01/2018 22.45,,,486.87,486.87
06/01/2018 23.00,,,483.52,483.52
06/01/2018 23.15,,,474.91,474.91
06/01/2018 23.30,,,474.68,474.68
06/01/2018 23.45,,,471.95,471.95
06/01/2018 24.00,,,463.92,463.92
07/01/2018 00.15,,,462.97,462.97
07/01/2018 00.30,,,464.66,464.66
07/01/2018 00.45,,,460.44,460.44
07/01/2018 01.00,,,451.37,451.37
07/01/2018 01.15,,,453.42,453.42
07/01/2018 01.30,,,454.89,454.89
07/01/2018 01.45,,,443.13,443.13
07/01/2018 02.00,,,455.16,455.16
07/01/2018 02.15,,,446.54,446.54
07/01/2018 02.30,,,447.15,447.15
07/01/2018 02.45,,,437.2,437.2
07/01/2018 03.00,,,435.05,435.05
07/01/2018 03.15,,,429.21,429.21
07/01/2018 03.30,,,428.8,428.8
07/01/2018 03.45,,,433.68,433.68
07/01/2018 04.00,,,427.04,427.04
07/01/2018 04.15,,,428.88,428.88
07/01/2018 04.30,,,425.46,425.46
07/01/2018 04.45,,,430.18,430.18
07/01/2018 05.00,,,428.09,428.09
07/01/2018 05.15,,,437.18,437.18
07/01/2018 05.30,,,443.39,443.39
07/01/2018 05.45,,,450.89,450.89
07/01/2018 06.00,,,464.44,464.44
07/01/2018 06.15,,,477.49,477.49
07/01/2018 06.30,,,491.55,491.55
07/01/2018 06.45,,,488.48,488.48
07/01/2018 07.00,,,480.58,480.58
07/01/2018 07.15,,,470.78,470.78
07/01/2018 07.30,,,473.45,473.45
07/01/2018 07.45,,,487.48,487.48
07/01/2018 08.00,,,478.74,478.74
07/01/2018 08.15,,,476.36,476.36
07/01/2018 08.30,,,505.81,505.81
07/01/2018 08.45,,,519.14,519.14
07/01/2018 09.00,,,493.26,493.26
07/01/2018 09.15,,,478.47,478.47
07/01/2018 09.30,,,506,506
07/01/2018 09.45,,,527.61,527.61
07/01/2018 10.00,,,529.35,529.35
07/01/2018 10.15,,,484.26,484.26
07/01/2018 10.30,,,502.31,502.31
07/01/2018 10.45,,,496.31,496.31
07/01/2018 11.00,,,468.82,468.82
07/01/2018 11.15,,,495.98,495.98
07/01/2018 11.30,,,490.81,490.81
07/01/2018 11.45,,,497.87,497.87
07/01/2018 12.00,,,458.02,458.02
07/01/2018 12.15,,,461.5,461.5
07/01/2018 12.30,,,461.66,461.66
07/01/2018 12.45,,,532.9,532.9
07/01/2018 13.00,,,542.69,542.69
07/01/2018 13.15,,,518.45,518.45
07/01/2018 13.30,,,531.76,531.76
07/01/2018 13.45,,,524.71,524.71
07/01/2018 14.00,,,507.56,507.56
07/01/2018 14.15,,,512.06,512.06
07/01/2018 14.30,,,504.95,504.95
07/01/2018 14.45,,,501.63,501.63
07/01/2018 15.00,,,502.74,502.74
07/01/2018 15.15,,,495.39,495.39
07/01/2018 15.30,,,506.5,506.5
07/01/2018 15.45,,,513.82,513.82
07/01/2018 16.00,,,533.64,533.64
07/01/2018 16.15,,,533.89,533.89
07/01/2018 16.30,,,522.72,522.72
07/01/2018 16.45,,,532.35,532.35
07/01/2018 17.00,,,531.85,531.85
07/01/2018 17.15,,,531.16,531.16
07/01/2018 17.30,,,526.51,526.51
07/01/2018 17.45,,,525.6,525.6
07/01/2018 18.00,,,522.39,522.39
07/01/2018 18.15,,,533.71,533.71
07/01/2018 18.30,,,539.03,539.03
07/01/2018 18.45,,,530.64,530.64
07/01/2018 19.00,,,528.37,528.37
07/01/2018 19.15,,,526.22,526.22
07/01/2018 19.30,,,521.48,521.48
07/01/2018 19.45,,,515.74,515.74
07/01/2018 20.00,,,512.48,512.48
07/01/2018 20.15,,,518,518
07/01/2018 20.30,,,509.6,509.6
07/01/2018 20.45,,,502.21,502.21
07/01/2018 21.00,,,501.63,501.63
07/01/2018 21.15,,,497.02,497.02
07/01/2018 21.30,,,494.94,494.94
07/01/2018 21.45,,,498.73,498.73
07/01/2018 22.00,,,496.68,496.68
